timestamp,source_ip,destination_ip,protocol,bytes_sent,bytes_received,duration,packet_rate,content_type,user_type,activity_label,anomaly_type,is_malicious
2024-12-10 18:20:00,192.168.1.12,10.0.2.34,UDP,21281,15647,29.53,66.22,lecture,admin,discussion,Normal,0
2024-07-19 04:37:00,192.168.1.24,10.0.2.236,WebRTC,20482,15690,43.12,168.98,VR-session,admin,VR_interaction,Normal,0
2024-10-02 23:52:00,192.168.1.166,10.0.1.192,HTTP,12569,7460,65.46,64.57,quiz,learner,stream,Normal,0
2024-08-31 15:49:00,192.168.1.193,10.0.0.237,WebRTC,13733,16507,26.19,107.33,video,teacher,discussion,Normal,0
2024-01-04 12:17:00,192.168.1.13,10.0.2.208,HTTP,16800,19608,95.28,93.41,VR-session,learner,VR_interaction,Normal,0
2024-10-31 01:39:00,192.168.0.57,10.0.2.237,TCP,997,18128,60.56,127.19,lecture,learner,submit_assignment,Normal,0
2024-11-02 20:57:00,192.168.0.6,10.0.1.141,UDP,16893,8557,5.82,18.54,quiz,learner,discussion,Normal,0
2024-04-11 08:46:00,192.168.2.21,10.0.2.231,TCP,22260,15515,25.54,132.11,quiz,teacher,submit_assignment,Normal,0
2024-10-17 10:53:00,192.168.2.158,10.0.0.210,HTTP,2213,12192,34.35,148.02,VR-session,teacher,submit_assignment,Data Leakage,1
2024-08-16 19:14:00,192.168.1.98,10.0.1.12,HTTPS,12756,9589,111.03,132.88,lecture,AI-assistant,login,Normal,0
2024-06-04 16:04:00,192.168.1.32,10.0.1.103,WebRTC,3589,4342,49.86,166.85,lecture,teacher,login,Normal,0
2024-12-11 23:11:00,192.168.2.228,10.0.2.137,UDP,6829,2493,92.02,163.43,chat,teacher,stream,Port Scan,1
2024-07-12 10:42:00,192.168.1.233,10.0.0.27,WebRTC,5705,9338,101.51,137.93,VR-session,AI-assistant,stream,Normal,0
2024-08-19 16:58:00,192.168.0.88,10.0.0.58,HTTPS,16178,5395,16.7,76.6,chat,teacher,submit_assignment,Normal,0
2024-09-01 14:40:00,192.168.1.227,10.0.2.94,UDP,4784,8644,22.74,29.22,quiz,admin,stream,Normal,0
2024-08-21 18:47:00,192.168.2.195,10.0.1.90,WebRTC,12046,10205,64.84,175.64,quiz,AI-assistant,stream,Normal,0
2024-11-02 19:57:00,192.168.1.19,10.0.0.56,HTTPS,9517,2135,82.62,40.83,VR-session,learner,login,Normal,0
2024-08-23 07:45:00,192.168.0.130,10.0.1.24,WebRTC,9888,14481,53.83,68.55,VR-session,AI-assistant,VR_interaction,Normal,0
2024-07-26 00:13:00,192.168.1.144,10.0.1.157,WebRTC,6264,13695,3.74,109.41,chat,teacher,discussion,Phishing,1
2024-05-04 13:45:00,192.168.1.193,10.0.2.59,UDP,5090,7370,7.8,129.2,VR-session,learner,stream,Normal,0
2024-01-27 04:49:00,192.168.1.249,10.0.1.81,WebRTC,7764,18733,25.68,81.54,quiz,AI-assistant,login,Normal,0
2024-02-23 07:02:00,192.168.0.23,10.0.0.162,HTTP,19746,16017,53.16,112.58,quiz,admin,stream,Normal,0
2024-05-09 15:44:00,192.168.0.192,10.0.0.187,UDP,18611,6258,89.4,107.46,video,teacher,VR_interaction,Normal,0
2024-08-16 15:47:00,192.168.0.50,10.0.0.57,UDP,17232,19614,96.22,162.31,lecture,admin,login,Normal,0
2024-04-21 20:55:00,192.168.2.179,10.0.0.70,HTTP,10999,5727,59.93,167.08,VR-session,AI-assistant,login,Normal,0
2024-11-29 02:20:00,192.168.0.33,10.0.0.32,TCP,11435,14229,113.43,18.16,VR-session,admin,submit_assignment,Data Leakage,1
2024-05-15 03:44:00,192.168.1.14,10.0.1.41,WebRTC,8258,10450,41.71,129.28,VR-session,learner,submit_assignment,Normal,0
2024-01-30 15:40:00,192.168.2.202,10.0.0.120,TCP,2925,17142,62.92,55.75,video,AI-assistant,stream,Data Leakage,1
2024-09-25 13:02:00,192.168.0.135,10.0.2.22,UDP,3612,12987,14.42,99.15,quiz,learner,login,Normal,0
2024-03-12 20:48:00,192.168.1.156,10.0.1.13,TCP,24707,6292,27.87,193.37,chat,teacher,discussion,Normal,0
2024-12-12 16:58:00,192.168.2.78,10.0.2.160,UDP,4183,11566,40.74,99.75,video,learner,discussion,Normal,0
2024-10-16 10:29:00,192.168.0.28,10.0.0.59,HTTPS,11546,2445,8.48,156.57,quiz,teacher,VR_interaction,Normal,0
2024-11-05 19:49:00,192.168.0.22,10.0.0.110,WebRTC,11864,16865,116.61,46.56,VR-session,teacher,submit_assignment,Normal,0
2024-11-08 18:04:00,192.168.0.112,10.0.0.35,UDP,24897,9899,23.21,12.69,quiz,AI-assistant,VR_interaction,Normal,0
2024-03-16 18:45:00,192.168.1.16,10.0.1.170,WebRTC,18508,18848,88.4,156.47,video,learner,stream,Normal,0
2024-04-12 15:24:00,192.168.2.34,10.0.1.111,HTTPS,12666,6896,119.04,133.49,chat,admin,discussion,Normal,0
2024-04-07 06:25:00,192.168.2.16,10.0.0.177,UDP,9817,13066,4.28,21.58,video,admin,VR_interaction,Normal,0
2024-09-29 13:57:00,192.168.0.167,10.0.1.8,UDP,6056,948,18.06,117.82,quiz,teacher,stream,Normal,0
2024-12-09 08:11:00,192.168.1.64,10.0.0.37,HTTPS,22455,16962,80.88,95.19,video,learner,stream,Normal,0
2024-06-21 07:10:00,192.168.0.128,10.0.0.75,HTTPS,22903,6147,28.71,163.09,chat,AI-assistant,VR_interaction,Normal,0
2024-09-10 04:30:00,192.168.1.53,10.0.1.34,WebRTC,6147,3528,26.66,109.85,video,learner,login,Normal,0
2024-01-30 10:36:00,192.168.1.32,10.0.2.110,UDP,16239,9450,78.69,82.79,VR-session,AI-assistant,discussion,Normal,0
2024-01-07 05:18:00,192.168.1.144,10.0.0.139,WebRTC,14910,2943,103.88,190.05,VR-session,learner,stream,Normal,0
2024-02-27 14:47:00,192.168.2.166,10.0.2.33,HTTP,23846,9246,95.8,118.91,chat,teacher,login,Normal,0
2024-04-28 09:53:00,192.168.2.131,10.0.1.252,TCP,17038,16339,33.91,124.56,video,teacher,submit_assignment,Normal,0
2024-02-24 13:30:00,192.168.0.225,10.0.0.174,UDP,1111,7955,81.91,18.49,lecture,admin,stream,Normal,0
2024-07-12 05:54:00,192.168.2.36,10.0.1.229,UDP,15637,10676,57.19,167.65,video,AI-assistant,VR_interaction,DDoS,1
2024-08-14 14:35:00,192.168.2.225,10.0.2.71,UDP,6061,5322,10.14,43.86,lecture,learner,stream,Normal,0
2024-11-15 22:11:00,192.168.1.47,10.0.2.242,TCP,16644,8665,19.97,42.42,quiz,learner,submit_assignment,Normal,0
2024-03-02 14:23:00,192.168.0.102,10.0.0.248,TCP,5991,9022,43.9,152.06,VR-session,teacher,VR_interaction,DDoS,1
2024-04-10 08:50:00,192.168.2.165,10.0.2.76,HTTP,6898,3803,27.68,117.17,VR-session,AI-assistant,discussion,Normal,0
2024-06-17 04:55:00,192.168.2.203,10.0.2.38,WebRTC,12476,12116,96.43,10.33,chat,admin,discussion,DDoS,1
2024-07-17 21:16:00,192.168.0.225,10.0.2.218,WebRTC,720,8633,17.78,21.68,quiz,AI-assistant,login,Normal,0
2024-05-18 00:49:00,192.168.1.129,10.0.0.183,TCP,16019,5437,63.28,160.9,lecture,teacher,stream,DDoS,1
2024-01-15 19:48:00,192.168.2.75,10.0.1.228,HTTPS,14201,2209,34.28,174.61,chat,teacher,login,Normal,0
2024-04-09 08:11:00,192.168.0.169,10.0.1.203,UDP,14387,9363,46.18,125.29,lecture,teacher,login,Normal,0
2024-04-10 13:13:00,192.168.0.150,10.0.2.148,WebRTC,20789,18217,112.35,140.14,chat,teacher,discussion,Normal,0
2024-10-09 21:22:00,192.168.0.68,10.0.0.105,UDP,12273,5638,29.74,69.07,chat,teacher,login,Normal,0
2024-10-26 18:19:00,192.168.1.148,10.0.0.159,HTTPS,23104,811,74.44,90.5,quiz,teacher,login,Normal,0
2024-06-08 08:23:00,192.168.0.151,10.0.0.97,HTTP,17567,19795,76.16,175.56,video,admin,discussion,Normal,0
2024-07-30 06:58:00,192.168.0.40,10.0.2.22,TCP,13313,10813,60.93,182.2,lecture,teacher,login,DDoS,1
2024-07-24 11:11:00,192.168.2.128,10.0.1.106,UDP,17829,384,12.28,62.54,chat,AI-assistant,submit_assignment,Normal,0
2024-09-30 22:29:00,192.168.1.8,10.0.0.115,HTTPS,3857,13871,56.88,101.55,lecture,admin,login,DDoS,1
2024-06-29 23:30:00,192.168.0.42,10.0.1.251,WebRTC,18704,1960,35.94,78.54,VR-session,learner,stream,Normal,0
2024-09-20 05:38:00,192.168.1.158,10.0.0.220,TCP,18899,12196,106.02,39.16,quiz,teacher,VR_interaction,Normal,0
2024-07-01 05:33:00,192.168.2.24,10.0.0.246,UDP,23932,17517,33.28,42.21,VR-session,admin,submit_assignment,Normal,0
2024-05-02 22:53:00,192.168.1.163,10.0.0.239,WebRTC,7658,1614,27.14,197.64,quiz,learner,submit_assignment,Normal,0
2024-05-17 09:08:00,192.168.1.52,10.0.0.46,WebRTC,6047,14684,21.16,111.68,chat,AI-assistant,VR_interaction,Normal,0
2024-06-29 09:34:00,192.168.1.112,10.0.0.250,UDP,6072,11998,105.5,93.71,chat,learner,discussion,DDoS,1
2024-10-20 12:35:00,192.168.0.7,10.0.0.145,HTTP,3713,7256,39.97,11.58,lecture,AI-assistant,discussion,Normal,0
2024-05-26 08:02:00,192.168.2.73,10.0.0.199,UDP,22352,13115,29.41,128.51,chat,AI-assistant,login,Normal,0
2024-10-02 21:43:00,192.168.0.77,10.0.2.14,TCP,17823,3783,46.31,135.78,quiz,teacher,VR_interaction,Normal,0
2024-11-08 09:36:00,192.168.0.33,10.0.2.63,HTTP,2302,13936,92.26,181.24,VR-session,teacher,submit_assignment,Data Leakage,1
2024-01-14 01:20:00,192.168.2.78,10.0.2.71,HTTP,21769,5697,67.7,53.24,video,admin,VR_interaction,Normal,0
2024-04-07 02:53:00,192.168.2.125,10.0.1.67,HTTPS,7476,991,7.2,73.07,quiz,learner,discussion,Normal,0
2024-03-13 23:32:00,192.168.1.76,10.0.0.34,HTTPS,12806,17654,102.91,144.76,quiz,AI-assistant,discussion,Normal,0
2024-10-28 04:51:00,192.168.2.68,10.0.1.157,HTTP,1894,2195,65.7,193.26,lecture,teacher,discussion,Normal,0
2024-05-03 01:02:00,192.168.1.20,10.0.0.50,WebRTC,8465,6363,94.27,115.58,lecture,admin,VR_interaction,Normal,0
2024-07-07 22:25:00,192.168.1.164,10.0.0.227,HTTPS,5222,8741,17.6,69.51,video,teacher,stream,Normal,0
2024-12-18 17:11:00,192.168.1.78,10.0.2.58,TCP,23009,15618,82.71,192.1,chat,AI-assistant,submit_assignment,Normal,0
2024-07-04 09:14:00,192.168.0.75,10.0.0.235,HTTP,9839,18409,17.46,103.32,chat,learner,submit_assignment,Normal,0
2024-04-02 11:30:00,192.168.0.67,10.0.0.186,UDP,20819,11565,67.44,149.6,quiz,teacher,stream,Normal,0
2024-09-05 08:07:00,192.168.1.225,10.0.0.189,HTTP,23834,18384,114.96,15.32,quiz,learner,submit_assignment,Normal,0
2024-08-10 01:03:00,192.168.0.129,10.0.1.201,HTTP,13900,19142,8.39,103.77,VR-session,learner,login,Normal,0
2024-01-31 03:03:00,192.168.1.90,10.0.1.220,HTTP,13925,18310,101.54,194.5,VR-session,teacher,discussion,Normal,0
2024-05-30 08:25:00,192.168.0.142,10.0.0.15,UDP,20121,8186,37.95,67.23,video,admin,discussion,Port Scan,1
2024-03-30 11:51:00,192.168.2.171,10.0.1.16,HTTPS,7712,18898,78.67,187.8,video,admin,submit_assignment,Normal,0
2024-02-07 13:18:00,192.168.0.235,10.0.1.9,HTTP,6536,14539,104.82,176.71,lecture,AI-assistant,login,Malware Injection,1
2024-02-28 12:31:00,192.168.1.23,10.0.2.240,WebRTC,15428,15414,89.25,30.25,VR-session,teacher,submit_assignment,Normal,0
2024-10-19 07:51:00,192.168.0.124,10.0.1.133,HTTPS,1785,409,9.92,29.76,lecture,admin,discussion,Port Scan,1
2024-08-14 00:44:00,192.168.1.138,10.0.0.78,HTTPS,7198,18183,75.47,149.78,VR-session,AI-assistant,submit_assignment,DDoS,1
2024-02-16 10:39:00,192.168.0.118,10.0.2.99,WebRTC,16495,2844,29.81,101.8,video,teacher,login,DDoS,1
2024-08-22 15:42:00,192.168.0.123,10.0.0.176,HTTPS,10360,12725,118.07,25.17,chat,learner,VR_interaction,Normal,0
2024-09-21 06:59:00,192.168.0.116,10.0.2.84,HTTPS,17575,5643,42.05,63.46,video,teacher,VR_interaction,Normal,0
2024-08-23 06:11:00,192.168.2.100,10.0.0.165,WebRTC,4207,3466,98.91,15.59,lecture,AI-assistant,stream,DDoS,1
2024-03-10 19:00:00,192.168.1.94,10.0.1.142,HTTPS,13302,16941,102.07,111.71,quiz,admin,login,Normal,0
2024-02-22 14:49:00,192.168.1.127,10.0.2.178,UDP,19481,1163,69.43,186.58,VR-session,learner,discussion,Normal,0
2024-06-13 12:03:00,192.168.1.21,10.0.1.7,WebRTC,23020,10774,62.12,19.74,lecture,AI-assistant,login,DDoS,1
2024-04-24 03:24:00,192.168.0.110,10.0.2.162,UDP,18183,3119,67.65,160.54,video,AI-assistant,submit_assignment,Normal,0
2024-07-01 05:42:00,192.168.0.6,10.0.0.151,WebRTC,18308,14210,113.5,198.08,video,learner,discussion,Normal,0
2024-05-25 05:59:00,192.168.2.96,10.0.2.229,HTTP,20941,11275,40.04,198.28,lecture,AI-assistant,VR_interaction,Normal,0
2024-12-03 15:06:00,192.168.0.228,10.0.0.123,TCP,2818,6157,43.6,76.19,lecture,admin,discussion,Normal,0
2024-03-29 23:49:00,192.168.1.129,10.0.0.115,WebRTC,17464,14760,40.47,143.45,video,learner,submit_assignment,Normal,0
2024-09-20 09:12:00,192.168.2.122,10.0.0.154,HTTPS,15553,13696,96.51,128.13,VR-session,learner,VR_interaction,Normal,0
2024-11-14 05:38:00,192.168.1.140,10.0.0.180,UDP,12051,10616,102.75,102.08,video,teacher,stream,Normal,0
